Review Text,cleaned,Rating,sentiment
Better than the picture - i like the layered look and the texture of the fabric. great top.,better than the picture i like the layered look and the texture of the fabric great top,5,positive
"Made by dawn suits are the bomb. the bottom is a tiny bit cheeky, but not thong territory- just enough side leg to be seriously sexy. the quality is fantastic, soft with nude lining. love the retro feel to the high neck top- enough support even for my 36d's. so comfy, i forgot i was wearing it at lunch. the normal triangle tops cut into my shoulders/neck, and this style does not. amazing quality and well worth the price.
fyi- large top fit perfectly, but i needed a medium bottom.",made by dawn suits are the bomb the bottom is a tiny bit cheeky but not thong territory just enough side leg to be seriously sexy the quality is fantastic soft with nude lining love the retro feel to the high neck top enough support even for my ds so comfy i forgot i was wearing it at lunch the normal triangle tops cut into my shouldersneck and this style does not amazing quality and well worth the price fyi large top fit perfectly but i needed a medium bottom,5,positive
"I loved this sweater! it is a little thin, so i will probably wear a tank under it, but you could probably get away without one, i am normally either an xs or a small, and i got the xs in this sweater. the bottom is a little loose like in the models photo, but i really like it.",i loved this sweater it is a little thin so i will probably wear a tank under it but you could probably get away without one i am normally either an xs or a small and i got the xs in this sweater the bottom is a little loose like in the models photo but i really like it,5,positive
"I saw a stylist wearing a similar piece from a few seasons ago and commented that i liked it on her. i was told they had a different version (a few actually) and i decided to try it on. it actually is pretty flattering, i had flared jeans on but also could see it with a dress. i left it open, as pictured, tied one button, and also played with the neck and tried a cowl... all very nice.

i debated getting my usual xs petite, but hey, they don't make it in petite, and the stylist thought the loo",i saw a stylist wearing a similar piece from a few seasons ago and commented that i liked it on her i was told they had a different version a few actually and i decided to try it on it actually is pretty flattering i had flared jeans on but also could see it with a dress i left it open as pictured tied one button and also played with the neck and tried a cowl all very nice i debated getting my usual xs petite but hey they dont make it in petite and the stylist thought the loo,5,positive
This blouse is very unique due to the pretty piped design on the back. looks great with jeans. the front is shorter and more tailored than the back. i love this blouse!,this blouse is very unique due to the pretty piped design on the back looks great with jeans the front is shorter and more tailored than the back i love this blouse,5,positive
"The sleeves were very tight in the upper arm area but the body was blousy, too blousy so to go up a size for the arms would mean it would be very oversized in the body. i like the fabric (nice and thick) but it did not work for me.",the sleeves were very tight in the upper arm area but the body was blousy too blousy so to go up a size for the arms would mean it would be very oversized in the body i like the fabric nice and thick but it did not work for me,3,neutral
"This is a pretty top but the arm sleeves are scratchy. i have sensitive skin, and had to return it because of this. otherwise, it would have been a keeper.",this is a pretty top but the arm sleeves are scratchy i have sensitive skin and had to return it because of this otherwise it would have been a keeper,3,neutral
"The color of this t is beautiful and the shimmer is understated. very thin fabric, but should be fine.",the color of this t is beautiful and the shimmer is understated very thin fabric but should be fine,4,positive
"I instantly fell in love with the graphic pattern on this drapey layering piece, and i've received compliments every time i have worn it. however i seriously considered returning it because the way the garment is cut causes it to bunch awkwardly at the sides. maybe it's still just too big--even though medium or large is my size in tops, the medium in this sweater clearly looks baggier on me than it does on the model in the photo, for instance. it is definitely not slimming, but the striking patt",i instantly fell in love with the graphic pattern on this drapey layering piece and ive received compliments every time i have worn it however i seriously considered returning it because the way the garment is cut causes it to bunch awkwardly at the sides maybe its still just too bigeven though medium or large is my size in tops the medium in this sweater clearly looks baggier on me than it does on the model in the photo for instance it is definitely not slimming but the striking patt,3,neutral
"This is a lovely dress and exceeded all of my expectations. very unique and well-made. swing dresses can be a hit or miss, sometimes, but this one is perfect. couldn't be happier!",this is a lovely dress and exceeded all of my expectations very unique and wellmade swing dresses can be a hit or miss sometimes but this one is perfect couldnt be happier,5,positive
"Ordered this on a whim while taking advantage of a promotion, and now need one in every color! the weight and cut is perfect for fall/winter/summer - not too heavy, but not sheer/tissue thin; fitted enough to look super cute with leggings or skinny jeans. fabric has a nice quality feel to it - i have similar shirts from the past that have held up well in the wash. i'm anticipating the same with this.",ordered this on a whim while taking advantage of a promotion and now need one in every color the weight and cut is perfect for fallwintersummer not too heavy but not sheertissue thin fitted enough to look super cute with leggings or skinny jeans fabric has a nice quality feel to it i have similar shirts from the past that have held up well in the wash im anticipating the same with this,5,positive
"I got this top in white/rust and it is darling. the lining keeps it from being too see through. the bell sleeves add style without getting in the way thanks to the shorter length. i get many compliments each time i wear it. i am 5'1"", 103 lbs and take xs- fit was true to size.",i got this top in whiterust and it is darling the lining keeps it from being too see through the bell sleeves add style without getting in the way thanks to the shorter length i get many compliments each time i wear it i am lbs and take xs fit was true to size,5,positive
"The fabric of this skirt is absolutely beautiful. however the fit, albeit unique, is not extremely flattering in my opinion. it may be because i am somewhat of a pear/hourglass shape rather than a more straight shape, but the fit is a little off imo. i am 5'8"" and 135# and ordered both the 6 & 8 and felt the 8 fit a little better.",the fabric of this skirt is absolutely beautiful however the fit albeit unique is not extremely flattering in my opinion it may be because i am somewhat of a pearhourglass shape rather than a more straight shape but the fit is a little off imo i am and and ordered both the and felt the fit a little better,3,neutral
"I'm tall (5'11"" and busty) and found this top to run on the short side. as others have said, the material is soft and stretchy, but the rouching created a bit of a bulky look. i returned it.",im tall and busty and found this top to run on the short side as others have said the material is soft and stretchy but the rouching created a bit of a bulky look i returned it,3,neutral
"I love this tee!!! i bought the red, and it is just so cute. the background is a light pink - and there are accents of deeper rose and mint green. i also bought the angel of the north cascade cardigan in rose, which looks great over this tee. buy it!",i love this tee i bought the red and it is just so cute the background is a light pink and there are accents of deeper rose and mint green i also bought the angel of the north cascade cardigan in rose which looks great over this tee buy it,5,positive
"I wanted to love this. couldn't wait for it to arrive.  unfortunately, it doesn't look anything like the picture.  i usually wear a m/l in holding horses so i ordered a l but as soon as i held it up i noticed it was ridiculously large. the fabric is on the heavy side so the dress just hangs in a very unflattering way. and, it is extremely shimmery.  i love velvet, but the texture and sheen of this dress was just over the top. sadly, it is going back.",i wanted to love this couldnt wait for it to arrive unfortunately it doesnt look anything like the picture i usually wear a ml in holding horses so i ordered a l but as soon as i held it up i noticed it was ridiculously large the fabric is on the heavy side so the dress just hangs in a very unflattering way and it is extremely shimmery i love velvet but the texture and sheen of this dress was just over the top sadly it is going back,1,negative
"I liked the look of this online, but it's even nicer in person. just the right length on the hips, a medium weight, and with enough interest and exposure on the shoulders to make it feel like a stylish option for a slightly cool night without falling into the too-heavy and makes-you-feel-dumpy category of sweater. like the slightly short sleeves too.",i liked the look of this online but its even nicer in person just the right length on the hips a medium weight and with enough interest and exposure on the shoulders to make it feel like a stylish option for a slightly cool night without falling into the tooheavy and makesyoufeeldumpy category of sweater like the slightly short sleeves too,5,positive
"I purchased the poppy tunic in gold - it's a beautiful rich color - and overall am super happy with the cut of this sweater. retailer has been emphasizing oversized, flouncy tops for a few years now that do nothing for those of us with small waists/big booties - this top is just the opposite and i hope to see more like it. the wide neck is graceful and the sweater curves in nicely without hugging the body.",i purchased the poppy tunic in gold its a beautiful rich color and overall am super happy with the cut of this sweater retailer has been emphasizing oversized flouncy tops for a few years now that do nothing for those of us with small waistsbig booties this top is just the opposite and i hope to see more like it the wide neck is graceful and the sweater curves in nicely without hugging the body,5,positive
Very flattering suit. embroidery is unique and the cut flatters.,very flattering suit embroidery is unique and the cut flatters,5,positive
This is by far my favorite romper. it is very flattering and the material feels wonderful against the skin.,this is by far my favorite romper it is very flattering and the material feels wonderful against the skin,5,positive
"This dress fits beautifully. the fabric is thick enough to feel significant and not flimsy, but the dress doesn't feel heavy at all. the detail is gorgeous, but still subtle. it's a little too nice for me to wear to work, but the perfect special occasion or party dress",this dress fits beautifully the fabric is thick enough to feel significant and not flimsy but the dress doesnt feel heavy at all the detail is gorgeous but still subtle its a little too nice for me to wear to work but the perfect special occasion or party dress,5,positive
"Online this dress caught my eye but the reviews seemed to indicate there was something weird with the length so i did not want to order it online and have to send it back etc...because i am 5'5"" and did not know weather to get the petite or the regular! my local store had it and i bought a regular small and it is not too long. it comes just to the ground in the back like any other maxi. it is super comfortable and gorgeous! i am not sure where i am going in it yet....but it was just too pretty o",online this dress caught my eye but the reviews seemed to indicate there was something weird with the length so i did not want to order it online and have to send it back etcbecause i am and did not know weather to get the petite or the regular my local store had it and i bought a regular small and it is not too long it comes just to the ground in the back like any other maxi it is super comfortable and gorgeous i am not sure where i am going in it yetbut it was just too pretty o,5,positive
Looked really cute on line. arrived with a large hole in the front! quality and look was very cheap!!! would not recommend this sweater at all. step it up please retailer!,looked really cute on line arrived with a large hole in the front quality and look was very cheap would not recommend this sweater at all step it up please retailer,1,negative
Love the warm color and soft fabric - paired with chic tights and ankle boots and it fits right into a more casual workplace.,love the warm color and soft fabric paired with chic tights and ankle boots and it fits right into a more casual workplace,4,positive
"This is a great top and worth the money. nice flow to it, soft material and light weight for hot summer days. many light weight tops are sheer and require a cami - this one does not which is key for those of us that live in hot climates. don't miss out!",this is a great top and worth the money nice flow to it soft material and light weight for hot summer days many light weight tops are sheer and require a cami this one does not which is key for those of us that live in hot climates dont miss out,5,positive
"This is an interesting skirt. the fabric is comfortable, breathable and flowy. it is eye-catching. but the pattern is not one i would say i love, although i do like it. the lighter color in the pattern is more pink than off-white, which is fine, but that did surprise me a little. overall, i kept it for comfort and because i liked it enough for the sale price i paid for it.",this is an interesting skirt the fabric is comfortable breathable and flowy it is eyecatching but the pattern is not one i would say i love although i do like it the lighter color in the pattern is more pink than offwhite which is fine but that did surprise me a little overall i kept it for comfort and because i liked it enough for the sale price i paid for it,4,positive
I love the back detail but doesn't feel that comfortable on. i bought in green. it's fitted so get size larger if you plan to layer up. i'm 107 and bought xs size. i should have ordered the s.,i love the back detail but doesnt feel that comfortable on i bought in green its fitted so get size larger if you plan to layer up im and bought xs size i should have ordered the s,3,neutral
"I love these jeans! when i saw them in my retailer store, i instantly fell in love. they fit like a dream and they look so much better in person than online. they're definitely a boyfriend fit, so if you're between sizes, go down a size. i've already gotten tons of compliments!",i love these jeans when i saw them in my retailer store i instantly fell in love they fit like a dream and they look so much better in person than online theyre definitely a boyfriend fit so if youre between sizes go down a size ive already gotten tons of compliments,5,positive
"I received this shirt in my typical xs and it fits perfectly. i?m not crazy in love with it but i also don?t dislike. the shirt is on the thin side. do i need to wear a cami underneath it, no. my concern is holes. it does remind me of a material that could develop some holes after some wear and washes. with that being said i?ll wash this shirt in cold water and hang dry and hopefully that will prevent holes from developing. the length is fine and i do like the slits in front?it adds a little dim",i received this shirt in my typical xs and it fits perfectly im not crazy in love with it but i also dont dislike the shirt is on the thin side do i need to wear a cami underneath it no my concern is holes it does remind me of a material that could develop some holes after some wear and washes with that being said ill wash this shirt in cold water and hang dry and hopefully that will prevent holes from developing the length is fine and i do like the slits in frontit adds a little dim,3,neutral
Gorgeous cobalt blue color!!!  usually s/m- bought the small (because of larger armholes).  so glad i snatched this one up on sale!  the detail on the top is amazing.,gorgeous cobalt blue color usually sm bought the small because of larger armholes so glad i snatched this one up on sale the detail on the top is amazing,5,positive
"I haven't worn jeans in a year because i felt uncomfortable and constrained. these are as soft as my leggings. they have so much stretch, you could do yoga in them. if you want the jean look w/o the stiffness/structure, get these. flattering to the booty too.",i havent worn jeans in a year because i felt uncomfortable and constrained these are as soft as my leggings they have so much stretch you could do yoga in them if you want the jean look wo the stiffnessstructure get these flattering to the booty too,5,positive
"This skirt is beautiful (especially the color) and looks well made. however, i am very pear shaped and this skirt is just too straight to be flattering on me. i agree that it runs small but even when i sized up it still wasn't flattering. i imagine that those who were not bestowed with massive hips will look lovely in this.",this skirt is beautiful especially the color and looks well made however i am very pear shaped and this skirt is just too straight to be flattering on me i agree that it runs small but even when i sized up it still wasnt flattering i imagine that those who were not bestowed with massive hips will look lovely in this,5,positive
"I love everything about this vest! comfortable and cute, great transition piece into spring.",i love everything about this vest comfortable and cute great transition piece into spring,5,positive
"I loved the fit and vibrant color of this dress. it's loose and flows but doesn't look like a potato sack. i wore it once and got a ton of compliments. that said, i hand washed it, as the tag states, then let it line dry, and it shrunk to half its size! i re-checked the tag and noticed that under the hand wash instructions it then states ""dry clean recommended."" boo. so disappointed that i spend over $100 for a dress i wore once.",i loved the fit and vibrant color of this dress its loose and flows but doesnt look like a potato sack i wore it once and got a ton of compliments that said i hand washed it as the tag states then let it line dry and it shrunk to half its size i rechecked the tag and noticed that under the hand wash instructions it then states dry clean recommended boo so disappointed that i spend over for a dress i wore once,1,negative
"I'd describe these as a hybrid pant/legging. they are very comfortable flattering, and versatile. i got the large because medium was sold out, but they fit nice, not super tight.",id describe these as a hybrid pantlegging they are very comfortable flattering and versatile i got the large because medium was sold out but they fit nice not super tight,5,positive
"It's beautiful, but more sheer on bottom than it appears in photo. size up.",its beautiful but more sheer on bottom than it appears in photo size up,4,positive
"Got the coral reef color in a size medium. for reference, i say i am 5' 4"" because its easier than explaining that i am really 5' 3 and 3/4"", 138-140 lbs., 36c bra. size-wise, i am all over the place. recently i lost weight and have been buying smalls and mediums and anywhere from an 8 to a 12 from retailer. i so wanted to love this suit and am still in love with the fabric and colors. everything in the medium fit except for the bra cups. i am not especially big but there was zero cup room.",got the coral reef color in a size medium for reference i say i am because its easier than explaining that i am really and lbs c bra sizewise i am all over the place recently i lost weight and have been buying smalls and mediums and anywhere from an to a from retailer i so wanted to love this suit and am still in love with the fabric and colors everything in the medium fit except for the bra cups i am not especially big but there was zero cup room,2,negative
Very versatile skirt that's suitable for any occasion or any season.,very versatile skirt thats suitable for any occasion or any season,4,positive
"There is simply a ton of fabric on this tee. i am a size 8 on top, with a fairly thin upper body but still an 8. at retailer i often order small for swingy tees, medium for more slim-cut. this tee in the small was huge. the shoulders fit well, but the body was so big and was a weirdly long length. just odd, especially for $78...",there is simply a ton of fabric on this tee i am a size on top with a fairly thin upper body but still an at retailer i often order small for swingy tees medium for more slimcut this tee in the small was huge the shoulders fit well but the body was so big and was a weirdly long length just odd especially for,3,neutral
This sweater is thick and does cover the bra well. i did not find it to be well made. the ribbing seemed to be attached loosely in places. i am a size large with a b cup and a bit thicker through the middle to my middle age dismay. putting this sweater on in coral made me feel like a giant peach. for those with larger breasts it is likely more flattering.,this sweater is thick and does cover the bra well i did not find it to be well made the ribbing seemed to be attached loosely in places i am a size large with a b cup and a bit thicker through the middle to my middle age dismay putting this sweater on in coral made me feel like a giant peach for those with larger breasts it is likely more flattering,2,negative
"These shorts are great for warm weather. they look great with a navy top. the pattern is very attractive. they are on the baggy side, but the style is very flattering.",these shorts are great for warm weather they look great with a navy top the pattern is very attractive they are on the baggy side but the style is very flattering,5,positive
"Love this jacket! really wish it came in real leather as well but can't beat this price point. great cut, fit. and love that the zipper is black. looks like it is worn in leather, most peoppe can't tell that it's vegan!",love this jacket really wish it came in real leather as well but cant beat this price point great cut fit and love that the zipper is black looks like it is worn in leather most peoppe cant tell that its vegan,5,positive
I absolutely love this sweater. it will take me into spring and right on in to summer beach bonfire nights. a great staple!,i absolutely love this sweater it will take me into spring and right on in to summer beach bonfire nights a great staple,5,positive
"Beautiful and very feminine look but run big. i m 5ft 105 lbs curvy , size 00 fit me well",beautiful and very feminine look but run big i m ft lbs curvy size fit me well,5,positive
I was sooo excited to buy this top and it was such a bummer. this top hangs so poorly and is so droopy under the arms. it's clearly poorly made and the sizing was way off on me. i ordered my usual medium and it was so large and wide that i had to return it. it weirdly fit perfectly in the shoulders and arm length as mediums do for me but was so wide and unflattering for my figure (5'8 and athletic). i really wanted to like this top and considered ordering a small to see if it would fit better bu,i was sooo excited to buy this top and it was such a bummer this top hangs so poorly and is so droopy under the arms its clearly poorly made and the sizing was way off on me i ordered my usual medium and it was so large and wide that i had to return it it weirdly fit perfectly in the shoulders and arm length as mediums do for me but was so wide and unflattering for my figure and athletic i really wanted to like this top and considered ordering a small to see if it would fit better bu,2,negative
"This top makes you feel like you should be in the tropics sipping a frosty cocktail. fabric is soft, not too sheer. i'm usually an xs and that's what i kept in this top. armholes not too low as in some. for reference, 5'4"", 123 lbs",this top makes you feel like you should be in the tropics sipping a frosty cocktail fabric is soft not too sheer im usually an xs and thats what i kept in this top armholes not too low as in some for reference lbs,5,positive
"Like many of the other reviewers, i thought this ran a little big. i am a 5'5"", 110lb pear and xs was perfect - i also ordered the small to be sure. it is not quite as close to the body as the picture. the color is gorgeous and saturated. it hits me mid thigh in a good way. the fabric is crepe on the outside and silky on the inside and it has a beautiful, high quality drapey-ness. it is unlined but not see through. it arrived wrinkled and sad, but a warm dry iron really brought out how gorgeous",like many of the other reviewers i thought this ran a little big i am a lb pear and xs was perfect i also ordered the small to be sure it is not quite as close to the body as the picture the color is gorgeous and saturated it hits me mid thigh in a good way the fabric is crepe on the outside and silky on the inside and it has a beautiful high quality drapeyness it is unlined but not see through it arrived wrinkled and sad but a warm dry iron really brought out how gorgeous,5,positive
"This dress is my personal introduction to talented indian designer, ranna gill. i just love this gorgeous, free- spirited dress! i bought the regular medium for my 5'1"", 34f, size 8 figure. it works very well. i will want to wear a black cami, as i'm not comfortable with some cleavage showing (maybe 3/4"") and the open lines of lacy, small holes down the front and back. you might not mind showing more skin though and not need a cami. the top is not very see-through, and the skirt is lined. the re",this dress is my personal introduction to talented indian designer ranna gill i just love this gorgeous free spirited dress i bought the regular medium for my f size figure it works very well i will want to wear a black cami as im not comfortable with some cleavage showing maybe and the open lines of lacy small holes down the front and back you might not mind showing more skin though and not need a cami the top is not very seethrough and the skirt is lined the re,5,positive
"I bought the navy polka dot top and i love the way the design lets you work orange into your wardrobe if it's a color you wouldn't normally wear. the blouse is sheer so a camisole is needed underneath; i'm looking forward to layering over the blouse in the fall to add a pop of pattern to a navy sweater.
i'm a 34f and size 12 fit me easily with extra room under the arms. the gathering stops above the bust so that it fit's snug above and loose below. worn loose, the blouse is fairly long, coverin",i bought the navy polka dot top and i love the way the design lets you work orange into your wardrobe if its a color you wouldnt normally wear the blouse is sheer so a camisole is needed underneath im looking forward to layering over the blouse in the fall to add a pop of pattern to a navy sweater im a f and size fit me easily with extra room under the arms the gathering stops above the bust so that it fits snug above and loose below worn loose the blouse is fairly long coverin,5,positive
"I own quite a few pieces from retailerplogie but this one is my favorite by far! the color is a crispy white. the length is just right and has a beautiful flow to it. it is more fitted on top but flares out for a feminine appeal. i am 5' 1"", 115 lbs. i bought the regular xs and it fit like a nice tunic top. perfect for a curvy figure- i wore it with my tight jeans and boots. got compliments from everyone!",i own quite a few pieces from retailerplogie but this one is my favorite by far the color is a crispy white the length is just right and has a beautiful flow to it it is more fitted on top but flares out for a feminine appeal i am lbs i bought the regular xs and it fit like a nice tunic top perfect for a curvy figure i wore it with my tight jeans and boots got compliments from everyone,5,positive
"I saw this dress online and loved it. i ordered the blue denim one in my usual sizes an 8 and 10, but i think the 10 was sized wrong. anyhow, both were too small, so when i returned them, they were in the store! i ended up with a size 12 which fits great, with a little bit of room. it is light weight, simple but fun and very comfortable to wear. i have received many compliments on it on my first day wearing it. i also ordered it in white, thinking that i might prefer that color, but when it arri",i saw this dress online and loved it i ordered the blue denim one in my usual sizes an and but i think the was sized wrong anyhow both were too small so when i returned them they were in the store i ended up with a size which fits great with a little bit of room it is light weight simple but fun and very comfortable to wear i have received many compliments on it on my first day wearing it i also ordered it in white thinking that i might prefer that color but when it arri,5,positive
"I bought this dress for a wedding but decided it wasn't dressy enough and ended up exchanging it even though i really wanted to keep it? i ordered a xs and it fit like a glove, the gathering makes for a forgiving and flattering look and the color is absolutely gorgeous! very classy length for such a form fitting dress, too. i probably would have cut down the neck if i ended up keeping it bc high/tight turtlenecks aren't my thing which is reason for only 4 stars.",i bought this dress for a wedding but decided it wasnt dressy enough and ended up exchanging it even though i really wanted to keep it i ordered a xs and it fit like a glove the gathering makes for a forgiving and flattering look and the color is absolutely gorgeous very classy length for such a form fitting dress too i probably would have cut down the neck if i ended up keeping it bc hightight turtlenecks arent my thing which is reason for only stars,4,positive
"I love this blouse. it is perfect for a curvy figure. i think it runs true to size. maybe size up if you have a larger chest. i love how it is so feminine yet structured. the fabric is lovely, soft and structured all at once. love the knot, i tried it with the stevie ankle jean and couldn't leave the store without it. it is pricey but sometimes its okay to pay $$$ for a perfect fit!",i love this blouse it is perfect for a curvy figure i think it runs true to size maybe size up if you have a larger chest i love how it is so feminine yet structured the fabric is lovely soft and structured all at once love the knot i tried it with the stevie ankle jean and couldnt leave the store without it it is pricey but sometimes its okay to pay for a perfect fit,5,positive
"When i received this tank, i ordered the blue, i almost returned it because it seemed really thin, almost see through. however, once i tried it on it had a good fit, not see through, just lightweight and breezy. i especially like the twisted details on the straps. i would suggest a bralette with a cross back for comfort, especially because it is on the thin side.",when i received this tank i ordered the blue i almost returned it because it seemed really thin almost see through however once i tried it on it had a good fit not see through just lightweight and breezy i especially like the twisted details on the straps i would suggest a bralette with a cross back for comfort especially because it is on the thin side,3,neutral
I was so excited for this dress to come. i am 5&#39;1&quot; and 100lbs so i ordered and xs petite. it was literally falling down around my shoulders and gigantic all around. maybe on someone taller this would have looked great. i was also disappointed that the blue shown online was not accurate. my dress was a much lighter blue. back to the store it goes.,i was so excited for this dress to come i am quot and lbs so i ordered and xs petite it was literally falling down around my shoulders and gigantic all around maybe on someone taller this would have looked great i was also disappointed that the blue shown online was not accurate my dress was a much lighter blue back to the store it goes,2,negative
"The turquoise print is absolutely stunning. i love the feel of the fabric, the drape",the turquoise print is absolutely stunning i love the feel of the fabric the drape,5,positive
I love this dress. i wish i had ordered a size bigger because now its out of stock. if you are between sizes order a size up. i'm in between a 4 and a 6 petite and ordered the size 4 and the dress is too tight in the bust. the dress has no give so it has to fit perfect. it is so lovely i don't want to return it. i will try to find a seamstress to help with the fit. my favorite part of the dress are the side pockets. they're big and adorable.,i love this dress i wish i had ordered a size bigger because now its out of stock if you are between sizes order a size up im in between a and a petite and ordered the size and the dress is too tight in the bust the dress has no give so it has to fit perfect it is so lovely i dont want to return it i will try to find a seamstress to help with the fit my favorite part of the dress are the side pockets theyre big and adorable,5,positive
"I adore this dress. it has a fairly thick material, which helps the skirt stay full and is very flattering if, like me, your thighs or tummy can be a problem area in dresses! the only downside for me is the fact that i have fairly narrow shoulders, so the seam for the sleeves tends to stick out a bit! i get lots of compliments on this one!",i adore this dress it has a fairly thick material which helps the skirt stay full and is very flattering if like me your thighs or tummy can be a problem area in dresses the only downside for me is the fact that i have fairly narrow shoulders so the seam for the sleeves tends to stick out a bit i get lots of compliments on this one,4,positive
"I love this top!!! i usually wear a medium but all that was left were larges, so i figured i'd take a chance. it is gorgeous, and not too big! the quality is fabulous, and the color is very soft and complimentary. i am so glad i ordered this. can't wait to wear it!!!",i love this top i usually wear a medium but all that was left were larges so i figured id take a chance it is gorgeous and not too big the quality is fabulous and the color is very soft and complimentary i am so glad i ordered this cant wait to wear it,5,positive
"This blouse does have a flowy, boxy shape to it but the details make up for that. when i wear it tucked into a skirt it looks wonderfully flattering. i tried on an xs and considered looking for a xxs but i feel that size would probably end up being too short instead of more fitted.",this blouse does have a flowy boxy shape to it but the details make up for that when i wear it tucked into a skirt it looks wonderfully flattering i tried on an xs and considered looking for a xxs but i feel that size would probably end up being too short instead of more fitted,5,positive
"The suit is lovely, but it is very long in the torso and gaps at the leg. i was told that it runs small and to size up to a 10. i did, but i do not think the smaller one would have done better. the bust is fake and it turns out when untied. worst of all it emphasizes the tummy. all in all not a good look for me. i am not heavy but i do need tummy support. normally i wear an 8 and in garnet hill a 6. sorry but it went back. i really wanted to like it.",the suit is lovely but it is very long in the torso and gaps at the leg i was told that it runs small and to size up to a i did but i do not think the smaller one would have done better the bust is fake and it turns out when untied worst of all it emphasizes the tummy all in all not a good look for me i am not heavy but i do need tummy support normally i wear an and in garnet hill a sorry but it went back i really wanted to like it,2,negative
These jeans fit very well and of good quality . i think they need to be broken into a bit like most new jeans. overall i am happy with my purchase!,these jeans fit very well and of good quality i think they need to be broken into a bit like most new jeans overall i am happy with my purchase,4,positive
"I coveted this item since i first saw it on instagram. i finally bought it in coral. it's a beautiful coat, the color is lovely and i like the way the hood makes a cute collar when worn down. the only problem is it looks like a bathrobe on me. i am 5'5"" and wear a size 8. i bought a medium, worried a small would not button. the sleeves are far too long. i do not want to go through the trouble of returning, so gave it to my daughter who is four inches taller. it looks cute in her.",i coveted this item since i first saw it on instagram i finally bought it in coral its a beautiful coat the color is lovely and i like the way the hood makes a cute collar when worn down the only problem is it looks like a bathrobe on me i am and wear a size i bought a medium worried a small would not button the sleeves are far too long i do not want to go through the trouble of returning so gave it to my daughter who is four inches taller it looks cute in her,3,neutral
"I loved these online and am even more in love since receiving them in the mail. the band on top is a great touch for these flowy pants! i'm 5'9 and they are still a little long, but other than that they are perfect.",i loved these online and am even more in love since receiving them in the mail the band on top is a great touch for these flowy pants im and they are still a little long but other than that they are perfect,5,positive
"Let me start off by saying that i really do like this sweater. the texture is very nice and, if it does start to pill, the material is one where i don't think it'll show up much (the fabric is a little ""bumpy"", but still soft).

i'm only giving it 4 stars because the sleeves could be 2 to 3 inches longer. i bought this sweater in both the red and tan colors (medium) i liked it so much. i've also never had a problem with long sleeve shirts/sweaters from retailer having overly short sleeves. however",let me start off by saying that i really do like this sweater the texture is very nice and if it does start to pill the material is one where i dont think itll show up much the fabric is a little bumpy but still soft im only giving it stars because the sleeves could be to inches longer i bought this sweater in both the red and tan colors medium i liked it so much ive also never had a problem with long sleeve shirtssweaters from retailer having overly short sleeves however,4,positive
"I like the light fabric and embroidery on a otherwise hard look (bomber). feminine can be worn casually with jeans and a t-shirt, or over a dress. lovely on every note. fit: i ordered botih the xxs p and xsp. (had tried on regular xs in store) tried on the xxsp first and kept it (didn't try on xs p). since the fit is loose (bomber) on me i like it a little more fitted. there is enough room for a sweater. 

i am 115 lbs, 30 dd, 26.5 in waist. arms were not too snug either...",i like the light fabric and embroidery on a otherwise hard look bomber feminine can be worn casually with jeans and a tshirt or over a dress lovely on every note fit i ordered botih the xxs p and xsp had tried on regular xs in store tried on the xxsp first and kept it didnt try on xs p since the fit is loose bomber on me i like it a little more fitted there is enough room for a sweater i am lbs dd in waist arms were not too snug either,5,positive
"I so wanted this skirt to work, love the design! but, it's way, way too long... i am 5, 5, 116lb, and the small is 1 inch on the floor. i step on the skirt as i walk.",i so wanted this skirt to work love the design but its way way too long i am lb and the small is inch on the floor i step on the skirt as i walk,1,negative
This dress is beautiful but the bottom half was too tight for my shape.,this dress is beautiful but the bottom half was too tight for my shape,3,neutral
This is a beautiful top! extremely classy. looks great with dressy trousers or jeans. drapes very nicely. the petite medium fits me perfectly (5'1 126 lb). love it! the embroidery ads so much. so pleased with this purchase!,this is a beautiful top extremely classy looks great with dressy trousers or jeans drapes very nicely the petite medium fits me perfectly lb love it the embroidery ads so much so pleased with this purchase,5,positive
This top is so flowy and has a great fit! i can see wearing it lots of different ways. it could definitely be dressed up or dressed down.,this top is so flowy and has a great fit i can see wearing it lots of different ways it could definitely be dressed up or dressed down,5,positive
"Such a beautiful and unique design - i only wish it fit! it is so, so boxy - i'm thin, but would have needed almost a foot of fabric removed in order to make it look right (and i don't mean making it super tight). the seaming and button details on the back are such that it would be tough to have a tailor refit it appropriately. so, i had to return this, despite really wanting to find a way to make it work.",such a beautiful and unique design i only wish it fit it is so so boxy im thin but would have needed almost a foot of fabric removed in order to make it look right and i dont mean making it super tight the seaming and button details on the back are such that it would be tough to have a tailor refit it appropriately so i had to return this despite really wanting to find a way to make it work,2,negative
T la is such a great brand for t shirts! this one is so soft and comfy and the yellow color is a great neutral yellow.,t la is such a great brand for t shirts this one is so soft and comfy and the yellow color is a great neutral yellow,5,positive
"Hi,

like the other reviewers, i expected the price to be much higher. it is so warm, yet so flattering and cute. this will sell out, so buy now if you want it.",hi like the other reviewers i expected the price to be much higher it is so warm yet so flattering and cute this will sell out so buy now if you want it,5,positive
